time_sec,ECG_I,ECG_I_filtered,,,X2:ECG(raw),,X2:ECG(filt)
57.28,0.6663,0.0766,,,666.3,,76.6
57.2833,0.6654,0.0745,,,665.4,,74.5
57.2867,0.6654,0.0742,,,665.4,,74.2
57.29,0.6657,0.0753,,,665.7,,75.3
57.2933,0.6648,0.0733,,,664.8,,73.3
57.2967,0.6624,0.0711,,,662.4,,71.1
57.3,0.6624,0.0713,,,662.4,,71.3
57.3033,0.6636,0.0717,,,663.6,,71.7
57.3067,0.6654,0.0734,,,665.4,,73.4
57.31,0.6678,0.0773,,,667.8,,77.3
57.3133,0.6744,0.0798,,,674.4,,79.8
57.3167,0.6693,0.0801,,,669.3,,80.1
57.32,0.6762,0.0814,,,676.2,,81.4
57.3233,0.6759,0.084,,,675.9,,84
57.3267,0.6768,0.0855,,,676.8,,85.5
57.33,0.6819,0.0862,,,681.9,,86.2
57.3333,0.6759,0.0854,,,675.9,,85.4
57.3367,0.6732,0.079,,,673.2,,79
57.34,0.6639,0.0696,,,663.9,,69.6
57.3433,0.6582,0.0663,,,658.2,,66.3
57.3467,0.6606,0.0659,,,660.6,,65.9
57.35,0.6537,0.0594,,,653.7,,59.4
57.3533,0.6444,0.0522,,,644.4,,52.2
57.3567,0.645,0.0492,,,645,,49.2
57.36,0.6363,0.0429,,,636.3,,42.9
57.3633,0.6294,0.0358,,,629.4,,35.8
57.3667,0.6324,0.0369,,,632.4,,36.9
57.37,0.6336,0.0402,,,633.6,,40.2
57.3733,0.633,0.0385,,,633,,38.5
57.3767,0.6348,0.0396,,,634.8,,39.6
57.38,0.6405,0.0466,,,640.5,,46.6
57.3833,0.6477,0.0529,,,647.7,,52.9
57.3867,0.6504,0.055,,,650.4,,55
57.39,0.6474,0.0532,,,647.4,,53.2
57.3933,0.645,0.0499,,,645,,49.9
57.3967,0.6453,0.0492,,,645.3,,49.2
57.4,0.642,0.0483,,,642,,48.3
57.4033,0.6414,0.0448,,,641.4,,44.8
57.4067,0.6411,0.0458,,,641.1,,45.8
57.41,0.6438,0.0491,,,643.8,,49.1
57.4133,0.6405,0.0439,,,640.5,,43.9
57.4167,0.6333,0.0377,,,633.3,,37.7
57.42,0.636,0.0412,,,636,,41.2
57.4233,0.6426,0.0449,,,642.6,,44.9
57.4267,0.6363,0.0421,,,636.3,,42.1
57.43,0.6354,0.038,,,635.4,,38
57.4333,0.6288,0.0336,,,628.8,,33.6
57.4367,0.6285,0.0314,,,628.5,,31.4
57.44,0.6282,0.0328,,,628.2,,32.8
57.4433,0.6276,0.0306,,,627.6,,30.6
57.4467,0.6243,0.0282,,,624.3,,28.2
57.45,0.6303,0.0334,,,630.3,,33.4
57.4533,0.6447,0.0495,,,644.7,,49.5
57.4567,0.6999,0.1004,,,699.9,,100.4
57.46,0.7773,0.1832,,,777.3,,183.2
57.4633,0.8145,0.215,,,814.5,,215
57.4667,0.7275,0.1293,,,727.5,,129.3
57.47,0.546,-0.0506,,,546,,-50.6
57.4733,0.3069,-0.2898,,,306.9,,-289.8
57.4767,0.0369,-0.5634,,,36.9,,-563.4
57.48,-0.2175,-0.8046,,,-217.5,,-804.6
57.4833,-0.342,-0.9402,,,-342,,-940.2
57.4867,-0.3429,-0.934,,,-342.9,,-934
57.49,-0.2025,-0.7815,,,-202.5,,-781.5
57.4933,0.0708,-0.5335,,,70.8,,-533.5
57.4967,0.2739,-0.2952,,,273.9,,-295.2
57.5,0.4419,-0.1579,,,441.9,,-157.9
57.5033,0.4419,-0.1387,,,441.9,,-138.7
57.5067,0.42,-0.1658,,,420,,-165.8
57.51,0.4368,-0.1514,,,436.8,,-151.4
57.5133,0.4848,-0.099,,,484.8,,-99
57.5167,0.5208,-0.0645,,,520.8,,-64.5
57.52,0.5376,-0.0485,,,537.6,,-48.5
57.5233,0.5565,-0.0282,,,556.5,,-28.2
57.5267,0.5697,-0.0153,,,569.7,,-15.3
57.53,0.5703,-0.0152,,,570.3,,-15.2
57.5333,0.5718,-0.0132,,,571.8,,-13.2
57.5367,0.5763,-0.0087,,,576.3,,-8.7
57.54,0.5781,-0.0069,,,578.1,,-6.9
57.5433,0.5814,-0.0043,,,581.4,,-4.3
57.5467,0.5817,-0.0024,,,581.7,,-2.4
57.55,0.5808,-0.0052,,,580.8,,-5.2
57.5533,0.5742,-0.01,,,574.2,,-10
57.5567,0.5721,-0.0139,,,572.1,,-13.9
57.56,0.567,-0.0165,,,567,,-16.5
57.5633,0.5691,-0.0177,,,569.1,,-17.7
57.5667,0.5661,-0.0173,,,566.1,,-17.3
57.57,0.57,-0.0155,,,570,,-15.5
57.5733,0.5697,-0.0156,,,569.7,,-15.6
57.5767,0.564,-0.0198,,,564,,-19.8
57.58,0.5607,-0.0247,,,560.7,,-24.7
57.5833,0.5571,-0.0279,,,557.1,,-27.9
57.5867,0.5529,-0.0305,,,552.9,,-30.5
57.59,0.5544,-0.0319,,,554.4,,-31.9
57.5933,0.5496,-0.0331,,,549.6,,-33.1
57.5967,0.5484,-0.0378,,,548.4,,-37.8
57.6,0.5397,-0.0425,,,539.7,,-42.5
57.6028,0.5457,-0.0412,,,545.7,,-41.2
57.6067,0.5421,-0.0392,,,542.1,,-39.2
57.61,0.5427,-0.0437,,,542.7,,-43.7
57.6133,0.5331,-0.0498,,,533.1,,-49.8
57.6167,0.5304,-0.0531,,,530.4,,-53.1
57.62,0.5262,-0.0584,,,526.2,,-58.4
57.6233,0.5175,-0.0659,,,517.5,,-65.9
57.6267,0.5118,-0.0703,,,511.8,,-70.3
57.63,0.513,-0.0729,,,513,,-72.9
57.6333,0.504,-0.0761,,,504,,-76.1
57.6367,0.5058,-0.0794,,,505.8,,-79.4
57.64,0.498,-0.084,,,498,,-84
57.6433,0.4935,-0.0889,,,493.5,,-88.9
57.6467,0.4905,-0.0921,,,490.5,,-92.1
57.65,0.4869,-0.0961,,,486.9,,-96.1
57.6533,0.4785,-0.1015,,,478.5,,-101.5
57.6567,0.4776,-0.107,,,477.6,,-107
57.66,0.4638,-0.1148,,,463.8,,-114.8
57.6633,0.4626,-0.1212,,,462.6,,-121.2
57.6667,0.4584,-0.1204,,,458.4,,-120.4
57.67,0.4617,-0.1211,,,461.7,,-121.1
57.6733,0.4473,-0.1307,,,447.3,,-130.7
57.6767,0.444,-0.1394,,,444,,-139.4
57.68,0.4329,-0.1428,,,432.9,,-142.8
57.6833,0.438,-0.1465,,,438,,-146.5
57.6867,0.4251,-0.1491,,,425.1,,-149.1
57.69,0.4329,-0.1505,,,432.9,,-150.5
57.6933,0.4182,-0.1574,,,418.2,,-157.4
57.6967,0.4143,-0.1653,,,414.3,,-165.3
57.7,0.4116,-0.1663,,,411.6,,-166.3
57.7033,0.4107,-0.1664,,,410.7,,-166.4
57.7067,0.4065,-0.1707,,,406.5,,-170.7
57.71,0.4032,-0.1746,,,403.2,,-174.6
57.7133,0.3972,-0.1776,,,397.2,,-177.6
57.7167,0.396,-0.1821,,,396,,-182.1
57.72,0.3912,-0.1827,,,391.2,,-182.7
57.7233,0.3981,-0.1787,,,398.1,,-178.7
57.7267,0.3972,-0.1765,,,397.2,,-176.5
57.73,0.4008,-0.1751,,,400.8,,-175.1
57.7333,0.4032,-0.1697,,,403.2,,-169.7
57.7367,0.4125,-0.1626,,,412.5,,-162.6
57.74,0.4188,-0.1538,,,418.8,,-153.8
57.7433,0.4329,-0.141,,,432.9,,-141
57.7467,0.4428,-0.1298,,,442.8,,-129.8
57.75,0.4521,-0.1208,,,452.1,,-120.8
57.7533,0.4644,-0.1086,,,464.4,,-108.6
57.7567,0.4719,-0.099,,,471.9,,-99
57.76,0.4779,-0.0964,,,477.9,,-96.4
57.7633,0.4782,-0.0913,,,478.2,,-91.3
57.7667,0.4908,-0.0827,,,490.8,,-82.7
57.77,0.4926,-0.0785,,,492.6,,-78.5
57.7733,0.4971,-0.0738,,,497.1,,-73.8
57.7767,0.5058,-0.0662,,,505.8,,-66.2
57.78,0.5067,-0.0645,,,506.7,,-64.5
57.7833,0.5046,-0.0654,,,504.6,,-65.4
57.7867,0.5121,-0.0601,,,512.1,,-60.1
57.79,0.5145,-0.0556,,,514.5,,-55.6
57.7933,0.5118,-0.0582,,,511.8,,-58.2
57.7967,0.5139,-0.0585,,,513.9,,-58.5
57.8,0.5157,-0.0526,,,515.7,,-52.6
57.8033,0.5217,-0.0502,,,521.7,,-50.2
57.8067,0.5154,-0.0539,,,515.4,,-53.9
57.81,0.5151,-0.0556,,,515.1,,-55.6
57.8133,0.5154,-0.0537,,,515.4,,-53.7
57.8167,0.5166,-0.0548,,,516.6,,-54.8
57.82,0.5106,-0.0573,,,510.6,,-57.3
57.8233,0.5166,-0.0548,,,516.6,,-54.8
57.8267,0.5163,-0.0518,,,516.3,,-51.8
57.83,0.5151,-0.0557,,,515.1,,-55.7
57.8333,0.5052,-0.0624,,,505.2,,-62.4
57.8367,0.5058,-0.0654,,,505.8,,-65.4
57.84,0.5019,-0.0649,,,501.9,,-64.9
57.8433,0.5085,-0.0623,,,508.5,,-62.3
57.8467,0.5088,-0.0584,,,508.8,,-58.4
57.85,0.5127,-0.0573,,,512.7,,-57.3
57.8533,0.5049,-0.0618,,,504.9,,-61.8
57.8567,0.5034,-0.0672,,,503.4,,-67.2
57.86,0.4974,-0.0683,,,497.4,,-68.3
57.8633,0.5028,-0.0672,,,502.8,,-67.2
57.8667,0.5007,-0.0663,,,500.7,,-66.3
57.87,0.5028,-0.0648,,,502.8,,-64.8
57.8733,0.5031,-0.0654,,,503.1,,-65.4
57.8767,0.498,-0.0684,,,498,,-68.4
57.88,0.5001,-0.0682,,,500.1,,-68.2
57.8833,0.4998,-0.0666,,,499.8,,-66.6
57.8867,0.4983,-0.0695,,,498.3,,-69.5
57.89,0.4959,-0.0705,,,495.9,,-70.5
57.8933,0.5016,-0.0656,,,501.6,,-65.6
57.8967,0.5034,-0.0629,,,503.4,,-62.9
57.9,0.5031,-0.0639,,,503.1,,-63.9
57.9033,0.5022,-0.0635,,,502.2,,-63.5
57.9067,0.5025,-0.0645,,,502.5,,-64.5
57.91,0.4989,-0.0668,,,498.9,,-66.8
57.9133,0.5013,-0.0645,,,501.3,,-64.5
57.9167,0.5064,-0.0601,,,506.4,,-60.1
57.92,0.5064,-0.0589,,,506.4,,-58.9
57.9233,0.5049,-0.0603,,,504.9,,-60.3
57.9267,0.5043,-0.0625,,,504.3,,-62.5
57.93,0.4998,-0.0642,,,499.8,,-64.2
57.9333,0.5001,-0.0653,,,500.1,,-65.3
57.9367,0.5007,-0.0661,,,500.7,,-66.1
57.94,0.4959,-0.0655,,,495.9,,-65.5
57.9433,0.504,-0.0649,,,504,,-64.9
57.9467,0.4947,-0.0664,,,494.7,,-66.4
57.95,0.5004,-0.0665,,,500.4,,-66.5
57.9533,0.4983,-0.0646,,,498.3,,-64.6
57.9567,0.4992,-0.0665,,,499.2,,-66.5
57.96,0.4941,-0.0678,,,494.1,,-67.8
57.9633,0.5049,-0.0622,,,504.9,,-62.2
57.9667,0.5028,-0.0572,,,502.8,,-57.2
57.97,0.5091,-0.0588,,,509.1,,-58.8
57.9733,0.4986,-0.061,,,498.6,,-61
57.9767,0.5055,-0.0613,,,505.5,,-61.3
57.98,0.4992,-0.0617,,,499.2,,-61.7
57.9833,0.5028,-0.0617,,,502.8,,-61.7
57.9867,0.4992,-0.0634,,,499.2,,-63.4
57.99,0.4953,-0.0678,,,495.3,,-67.8
57.9933,0.4929,-0.0693,,,492.9,,-69.3
57.9967,0.4977,-0.0664,,,497.7,,-66.4
58,0.4959,-0.0644,,,495.9,,-64.4
58.0033,0.4995,-0.0652,,,499.5,,-65.2
58.0067,0.4929,-0.0674,,,492.9,,-67.4
58.01,0.4932,-0.07,,,493.2,,-70
58.0133,0.4899,-0.0715,,,489.9,,-71.5
58.0167,0.4908,-0.0715,,,490.8,,-71.5
58.02,0.4896,-0.0709,,,489.6,,-70.9
58.0233,0.495,-0.0685,,,495,,-68.5
58.0267,0.4926,-0.0659,,,492.6,,-65.9
58.03,0.4968,-0.0677,,,496.8,,-67.7
58.0333,0.4854,-0.0724,,,485.4,,-72.4
58.0367,0.4899,-0.074,,,489.9,,-74
58.04,0.4857,-0.0725,,,485.7,,-72.5
58.0433,0.4911,-0.0719,,,491.1,,-71.9
58.0467,0.4854,-0.0724,,,485.4,,-72.4
58.05,0.4911,-0.0722,,,491.1,,-72.2
58.0533,0.4851,-0.0718,,,485.1,,-71.8
58.0567,0.4902,-0.0728,,,490.2,,-72.8
58.06,0.4839,-0.0736,,,483.9,,-73.6
58.0633,0.4887,-0.0724,,,488.7,,-72.4
58.0667,0.4884,-0.0704,,,488.4,,-70.4
58.07,0.4899,-0.07,,,489.9,,-70
58.0733,0.4866,-0.0719,,,486.6,,-71.9
58.0767,0.4857,-0.0747,,,485.7,,-74.7
58.08,0.4812,-0.076,,,481.2,,-76
58.0833,0.4845,-0.0762,,,484.5,,-76.2
58.0867,0.4788,-0.078,,,478.8,,-78
58.09,0.48,-0.0799,,,480,,-79.9
58.0933,0.4797,-0.0776,,,479.7,,-77.6
58.0967,0.4842,-0.0744,,,484.2,,-74.4
58.1,0.4824,-0.0753,,,482.4,,-75.3
58.1033,0.4821,-0.0758,,,482.1,,-75.8
58.1067,0.4854,-0.0721,,,485.4,,-72.1
58.11,0.4869,-0.0707,,,486.9,,-70.7
58.1133,0.4812,-0.0763,,,481.2,,-76.3
58.1167,0.4749,-0.0815,,,474.9,,-81.5
58.12,0.4776,-0.0809,,,477.6,,-80.9
58.1233,0.4761,-0.079,,,476.1,,-79
58.1267,0.48,-0.0779,,,480,,-77.9
58.13,0.4827,-0.0737,,,482.7,,-73.7
58.1333,0.4851,-0.0702,,,485.1,,-70.2
58.1367,0.4839,-0.0741,,,483.9,,-74.1
58.14,0.4749,-0.0794,,,474.9,,-79.4
58.1433,0.48,-0.0771,,,480,,-77.1
58.1467,0.4836,-0.0716,,,483.6,,-71.6
58.15,0.4875,-0.0682,,,487.5,,-68.2
58.1533,0.489,-0.0665,,,489,,-66.5
58.1567,0.4881,-0.0671,,,488.1,,-67.1
58.16,0.4878,-0.0675,,,487.8,,-67.5
58.1633,0.4926,-0.0621,,,492.6,,-62.1
58.1667,0.4986,-0.0569,,,498.6,,-56.9
58.17,0.4965,-0.0574,,,496.5,,-57.4
58.1733,0.4986,-0.0575,,,498.6,,-57.5
58.1767,0.4962,-0.0562,,,496.2,,-56.2
58.18,0.4995,-0.0574,,,499.5,,-57.4
58.1833,0.495,-0.0572,,,495,,-57.2
58.1867,0.5001,-0.0551,,,500.1,,-55.1
58.19,0.4998,-0.0547,,,499.8,,-54.7
58.1933,0.4977,-0.0551,,,497.7,,-55.1
58.1967,0.4932,-0.0615,,,493.2,,-61.5
58.2,0.4779,-0.0759,,,477.9,,-75.9
58.2028,0.4701,-0.0826,,,470.1,,-82.6
58.2061,0.4776,-0.0763,,,477.6,,-76.3
58.21,0.4797,-0.0738,,,479.7,,-73.8
58.2133,0.4716,-0.0803,,,471.6,,-80.3
58.2167,0.4689,-0.0851,,,468.9,,-85.1
58.22,0.4686,-0.0837,,,468.6,,-83.7
58.2233,0.4737,-0.0787,,,473.7,,-78.7
58.2267,0.477,-0.075,,,477,,-75
58.23,0.4797,-0.074,,,479.7,,-74
58.2333,0.4785,-0.0713,,,478.5,,-71.3
58.2367,0.4845,-0.0692,,,484.5,,-69.2
58.24,0.4803,-0.0712,,,480.3,,-71.2
58.2433,0.4794,-0.071,,,479.4,,-71
58.2467,0.4848,-0.0679,,,484.8,,-67.9
58.25,0.4833,-0.0684,,,483.3,,-68.4
58.2533,0.4785,-0.0701,,,478.5,,-70.1
58.2567,0.483,-0.0716,,,483,,-71.6
58.26,0.4734,-0.0745,,,473.4,,-74.5
58.2633,0.4788,-0.0734,,,478.8,,-73.4
58.2667,0.4812,-0.0688,,,481.2,,-68.8
58.27,0.4821,-0.0693,,,482.1,,-69.3
58.2733,0.4761,-0.072,,,476.1,,-72
58.2767,0.4806,-0.0726,,,480.6,,-72.6
58.28,0.474,-0.0731,,,474,,-73.1
58.2833,0.48,-0.0715,,,480,,-71.5
58.2867,0.48,-0.0691,,,480,,-69.1
58.29,0.4788,-0.0711,,,478.8,,-71.1
58.2933,0.4749,-0.0734,,,474.9,,-73.4
58.2967,0.4776,-0.0734,,,477.6,,-73.4
58.3,0.4728,-0.0741,,,472.8,,-74.1
58.3033,0.4866,-0.0644,,,486.6,,-64.4
58.3067,0.5244,-0.0226,,,524.4,,-22.6
58.31,0.6021,0.0512,,,602.1,,51.2
58.3133,0.6573,0.1102,,,657.3,,110.2
58.3167,0.6324,0.0807,,,632.4,,80.7
58.32,0.4827,-0.0638,,,482.7,,-63.8
58.3233,0.2679,-0.2848,,,267.9,,-284.8
58.3267,-0.0042,-0.545,,,-4.2,,-545
58.33,-0.2493,-0.8054,,,-249.3,,-805.4
58.3333,-0.4551,-0.9848,,,-455.1,,-984.8
58.3367,-0.462,-1.0201,,,-462,,-1020.1
58.34,-0.3873,-0.91,,,-387.3,,-910
58.3433,-0.1218,-0.6754,,,-121.8,,-675.4
58.3467,0.1329,-0.3925,,,132.9,,-392.5
58.35,0.3378,-0.2071,,,337.8,,-207.1
58.3533,0.3498,-0.1829,,,349.8,,-182.9
58.3567,0.3114,-0.2255,,,311.4,,-225.5
58.36,0.3045,-0.232,,,304.5,,-232
58.3633,0.3381,-0.1964,,,338.1,,-196.4
58.3667,0.3813,-0.1532,,,381.3,,-153.2
58.37,0.4158,-0.1208,,,415.8,,-120.8
58.3733,0.4299,-0.1018,,,429.9,,-101.8
58.3767,0.4449,-0.092,,,444.9,,-92
58.38,0.4443,-0.0879,,,444.3,,-87.9
58.3833,0.4512,-0.0836,,,451.2,,-83.6
58.3867,0.4605,-0.0732,,,460.5,,-73.2
58.39,0.4677,-0.0654,,,467.7,,-65.4
58.3933,0.4671,-0.0674,,,467.1,,-67.4
58.3967,0.4641,-0.0681,,,464.1,,-68.1
58.4,0.4704,-0.0636,,,470.4,,-63.6
58.4033,0.4704,-0.0629,,,470.4,,-62.9
58.4067,0.4692,-0.0623,,,469.2,,-62.3
58.41,0.477,-0.0579,,,477,,-57.9
58.4133,0.471,-0.0601,,,471,,-60.1
58.4167,0.465,-0.0678,,,465,,-67.8
58.42,0.4671,-0.0666,,,467.1,,-66.6
58.4233,0.4695,-0.0606,,,469.5,,-60.6
58.4267,0.471,-0.0631,,,471,,-63.1
58.43,0.4617,-0.0692,,,461.7,,-69.2
58.4333,0.4638,-0.0684,,,463.8,,-68.4
58.4367,0.4671,-0.0645,,,467.1,,-64.5
58.44,0.4677,-0.0644,,,467.7,,-64.4
58.4433,0.4644,-0.0661,,,464.4,,-66.1
58.4467,0.4662,-0.0664,,,466.2,,-66.4
58.45,0.4641,-0.0657,,,464.1,,-65.7
58.4533,0.4665,-0.0659,,,466.5,,-65.9
58.4567,0.4605,-0.069,,,460.5,,-69
58.46,0.4578,-0.0742,,,457.8,,-74.2
58.4633,0.4527,-0.0774,,,452.7,,-77.4
58.4667,0.4524,-0.0772,,,452.4,,-77.2
58.47,0.4554,-0.0773,,,455.4,,-77.3
58.4733,0.4464,-0.0799,,,446.4,,-79.9
58.4767,0.4506,-0.0836,,,450.6,,-83.6
58.48,0.4404,-0.0855,,,440.4,,-85.5
58.4833,0.4482,-0.084,,,448.2,,-84
58.4867,0.4446,-0.0832,,,444.6,,-83.2
58.49,0.4428,-0.0874,,,442.8,,-87.4
58.4933,0.4353,-0.0927,,,435.3,,-92.7
58.4967,0.4356,-0.0945,,,435.6,,-94.5
58.5,0.4323,-0.095,,,432.3,,-95
58.5033,0.4314,-0.0978,,,431.4,,-97.8
58.5067,0.4254,-0.1029,,,425.4,,-102.9
58.51,0.4191,-0.1078,,,419.1,,-107.8
58.5133,0.4191,-0.1103,,,419.1,,-110.3
58.5167,0.4134,-0.1127,,,413.4,,-112.7
58.52,0.4095,-0.1179,,,409.5,,-117.9
58.5233,0.4059,-0.1226,,,405.9,,-122.6
58.5267,0.3993,-0.1244,,,399.3,,-124.4
58.53,0.4032,-0.127,,,403.2,,-127
58.5333,0.3903,-0.1324,,,390.3,,-132.4
58.5367,0.39,-0.1384,,,390,,-138.4
58.54,0.3813,-0.1427,,,381.3,,-142.7
58.5433,0.3831,-0.1435,,,383.1,,-143.5
58.5467,0.3798,-0.1436,,,379.8,,-143.6
58.55,0.378,-0.1488,,,378,,-148.8
58.5533,0.3675,-0.1546,,,367.5,,-154.6
58.5567,0.3705,-0.1554,,,370.5,,-155.4
58.56,0.3666,-0.1558,,,366.6,,-155.8
58.5633,0.3663,-0.1581,,,366.3,,-158.1
58.5667,0.3633,-0.1584,,,363.3,,-158.4
58.57,0.3654,-0.1593,,,365.4,,-159.3
58.5733,0.3576,-0.1622,,,357.6,,-162.2
58.5767,0.3636,-0.1609,,,363.6,,-160.9
58.58,0.3639,-0.156,,,363.9,,-156
58.5833,0.3714,-0.1509,,,371.4,,-150.9
58.5867,0.3786,-0.1422,,,378.6,,-142.2
58.59,0.3912,-0.1299,,,391.2,,-129.9
58.5933,0.4008,-0.1191,,,400.8,,-119.1
58.5967,0.4128,-0.1088,,,412.8,,-108.8
58.6,0.4203,-0.0982,,,420.3,,-98.2
58.6033,0.4329,-0.0888,,,432.9,,-88.8
58.6067,0.4407,-0.0776,,,440.7,,-77.6
58.61,0.4542,-0.0666,,,454.2,,-66.6
58.6133,0.4557,-0.0629,,,455.7,,-62.9
58.6167,0.4596,-0.0607,,,459.6,,-60.7
58.62,0.4668,-0.0514,,,466.8,,-51.4
58.6233,0.4776,-0.0428,,,477.6,,-42.8
58.6267,0.4776,-0.0402,,,477.6,,-40.2
58.63,0.4839,-0.0361,,,483.9,,-36.1
58.6333,0.4869,-0.0315,,,486.9,,-31.5
58.6367,0.4863,-0.0324,,,486.3,,-32.4
58.64,0.4878,-0.0317,,,487.8,,-31.7
58.6433,0.492,-0.0257,,,492,,-25.7
58.6467,0.4959,-0.024,,,495.9,,-24
58.65,0.4914,-0.0262,,,491.4,,-26.2
58.6533,0.4956,-0.024,,,495.6,,-24
58.6567,0.4959,-0.0219,,,495.9,,-21.9
58.66,0.4947,-0.0242,,,494.7,,-24.2
58.6633,0.495,-0.0234,,,495,,-23.4
58.6667,0.4989,-0.0194,,,498.9,,-19.4
58.67,0.4986,-0.0198,,,498.6,,-19.8
58.6733,0.4962,-0.0224,,,496.2,,-22.4
58.6767,0.4938,-0.0239,,,493.8,,-23.9
58.68,0.4932,-0.0257,,,493.2,,-25.7
58.6833,0.4932,-0.0247,,,493.2,,-24.7
58.6867,0.4977,-0.0202,,,497.7,,-20.2
58.69,0.4989,-0.0197,,,498.9,,-19.7
58.6933,0.4953,-0.0224,,,495.3,,-22.4
58.6967,0.4959,-0.0219,,,495.9,,-21.9
58.7,0.4983,-0.0203,,,498.3,,-20.3
58.7033,0.4974,-0.0197,,,497.4,,-19.7
58.7067,0.4992,-0.019,,,499.2,,-19
58.71,0.4977,-0.0207,,,497.7,,-20.7
58.7133,0.4932,-0.0232,,,493.2,,-23.2
58.7167,0.498,-0.0215,,,498,,-21.5
58.72,0.4944,-0.0215,,,494.4,,-21.5
58.7233,0.4929,-0.0263,,,492.9,,-26.3
58.7267,0.4908,-0.0254,,,490.8,,-25.4
58.73,0.5001,-0.0187,,,500.1,,-18.7
58.7333,0.4971,-0.0193,,,497.1,,-19.3
58.7367,0.4929,-0.0253,,,492.9,,-25.3
58.74,0.4917,-0.0256,,,491.7,,-25.6
58.7433,0.495,-0.0217,,,495,,-21.7
58.7467,0.4986,-0.0201,,,498.6,,-20.1
58.75,0.4956,-0.02,,,495.6,,-20
58.7533,0.4995,-0.0193,,,499.5,,-19.3
58.7567,0.4971,-0.0191,,,497.1,,-19.1
58.76,0.4968,-0.0205,,,496.8,,-20.5
58.7633,0.4962,-0.0215,,,496.2,,-21.5
58.7667,0.4959,-0.0202,,,495.9,,-20.2
58.77,0.4995,-0.0184,,,499.5,,-18.4
58.7733,0.4977,-0.0189,,,497.7,,-18.9
58.7767,0.4974,-0.0195,,,497.4,,-19.5
58.78,0.4998,-0.0173,,,499.8,,-17.3
58.7833,0.5028,-0.014,,,502.8,,-14
58.7867,0.5046,-0.0122,,,504.6,,-12.2
58.79,0.5028,-0.0139,,,502.8,,-13.9
58.7933,0.4992,-0.0182,,,499.2,,-18.2
58.7967,0.4968,-0.0187,,,496.8,,-18.7
58.8,0.5043,-0.0142,,,504.3,,-14.2
58.8033,0.5037,-0.0111,,,503.7,,-11.1
58.8067,0.5076,-0.0108,,,507.6,,-10.8
58.81,0.5058,-0.0095,,,505.8,,-9.5
58.8133,0.5094,-0.0081,,,509.4,,-8.1
58.8167,0.5079,-0.0084,,,507.9,,-8.4
58.82,0.5079,-0.0087,,,507.9,,-8.7
58.8233,0.5079,-0.0089,,,507.9,,-8.9
58.8267,0.5079,-0.0083,,,507.9,,-8.3
58.83,0.5115,-0.0055,,,511.5,,-5.5
58.8333,0.5124,-0.0033,,,512.4,,-3.3
58.8367,0.5136,-0.004,,,513.6,,-4
58.84,0.5103,-0.005,,,510.3,,-5
58.8433,0.513,-0.0045,,,513,,-4.5
58.8467,0.5142,-0.0019,,,514.2,,-1.9
58.85,0.5184,0.0021,,,518.4,,2.1
58.8533,0.5199,0.0029,,,519.9,,2.9
58.8567,0.5154,-0.0008,,,515.4,,-0.8
58.86,0.5139,-0.0026,,,513.9,,-2.6
58.8633,0.5151,-0.0015,,,515.1,,-1.5
58.8667,0.5151,-0.0017,,,515.1,,-1.7
58.87,0.5142,-0.0012,,,514.2,,-1.2
58.8733,0.5193,0.0012,,,519.3,,1.2
58.8767,0.516,0.001,,,516,,1
58.88,0.5154,-0.0018,,,515.4,,-1.8
58.8833,0.5139,-0.0026,,,513.9,,-2.6
58.8867,0.5136,-0.0026,,,513.6,,-2.6
58.89,0.5115,-0.0046,,,511.5,,-4.6
58.8933,0.5121,-0.006,,,512.1,,-6
58.8967,0.5094,-0.0044,,,509.4,,-4.4
58.9,0.5172,-0.0022,,,517.2,,-2.2
58.9033,0.5112,-0.0029,,,511.2,,-2.9
58.9067,0.5127,-0.0049,,,512.7,,-4.9
58.91,0.5124,-0.0039,,,512.4,,-3.9
58.9133,0.5151,-0.0011,,,515.1,,-1.1
58.9167,0.5148,-0.0016,,,514.8,,-1.6
58.92,0.5142,-0.0029,,,514.2,,-2.9
58.9233,0.5145,-0.0008,,,514.5,,-0.8
58.9267,0.5184,0.0008,,,518.4,,0.8
58.93,0.5151,-0.0005,,,515.1,,-0.5
58.9333,0.5175,0.0007,,,517.5,,0.7
58.9367,0.519,0.0027,,,519,,2.7
58.94,0.5166,0.0001,,,516.6,,0.1
58.9433,0.5157,-0.0007,,,515.7,,-0.7
58.9467,0.522,0.0058,,,522,,5.8
58.95,0.5277,0.0108,,,527.7,,10.8
58.9533,0.5238,0.008,,,523.8,,8
58.9567,0.5202,0.0032,,,520.2,,3.2
58.96,0.5178,0.0015,,,517.8,,1.5
58.9633,0.519,0.0028,,,519,,2.8
58.9667,0.5223,0.0052,,,522.3,,5.2
58.97,0.5205,0.0047,,,520.5,,4.7
58.9733,0.519,0.0019,,,519,,1.9
58.9767,0.5181,0.0021,,,518.1,,2.1
58.98,0.5217,0.0048,,,521.7,,4.8
58.9833,0.5232,0.0067,,,523.2,,6.7
58.9867,0.525,0.009,,,525,,9
58.99,0.528,0.0101,,,528,,10.1
58.9933,0.5223,0.0079,,,522.3,,7.9
58.9967,0.5259,0.0065,,,525.9,,6.5
59,0.522,0.0083,,,522,,8.3
59.0033,0.5277,0.0087,,,527.7,,8.7
59.0067,0.5217,0.0061,,,521.7,,6.1
59.01,0.5211,0.0048,,,521.1,,4.8
